sample_id,file,source_file,flavor_id,family,flavor_name,annotation_mode,center_x,center_y,source_crop_size,crop_left,crop_top,crop_right,crop_bottom,padding_pixels,width,height,review_status,padding_fraction,blur_score,bright_fraction,dark_fraction,contrast,quality_flags,quality_status,review_decision,review_notes,source_relative_path,bundle_relative_path,donor_score,donor_rank
IMG_1992_c013,IMG_1992_c013.jpg,IMG_1992.jpg,truffle_cookies_cream,truffle,Cookies & Cream,regular_grid,397.03,1978.03,464,165,1746,629,2210,0,224,224,pending,0.0,194.95,0.0947,0.0,62.8,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_cookies_cream/IMG_1992_c013.jpg,images/accepted/truffle_cookies_cream/IMG_1992_c013.jpg,74.44143809858255,1
IMG_1992_c025,IMG_1992_c025.jpg,IMG_1992.jpg,truffle_cookies_cream,truffle,Cookies & Cream,regular_grid,386.06,3350.81,464,154,3119,618,3583,0,224,224,pending,0.0,134.58,0.001,0.0,53.89,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_cookies_cream/IMG_1992_c025.jpg,images/accepted/truffle_cookies_cream/IMG_1992_c025.jpg,73.42824748801128,2
IMG_1992_c028,IMG_1992_c028.jpg,IMG_1992.jpg,truffle_cookies_cream,truffle,Cookies & Cream,regular_grid,2048.77,3377.13,464,1817,3145,2281,3609,0,224,224,pending,0.0,272.66,0.0011,0.0003,48.64,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_cookies_cream/IMG_1992_c028.jpg,images/accepted/truffle_cookies_cream/IMG_1992_c028.jpg,70.97754583980667,3
IMG_1992_c027,IMG_1992_c027.jpg,IMG_1992.jpg,truffle_cookies_cream,truffle,Cookies & Cream,regular_grid,1494.54,3368.36,464,1263,3136,1727,3600,0,224,224,pending,0.0,304.47,0.0048,0.0008,48.16,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_cookies_cream/IMG_1992_c027.jpg,images/accepted/truffle_cookies_cream/IMG_1992_c027.jpg,70.5674062964683,4
IMG_1992_c024,IMG_1992_c024.jpg,IMG_1992.jpg,truffle_cookies_cream,truffle,Cookies & Cream,regular_grid,2037.08,2907.11,464,1805,2675,2269,3139,0,224,224,pending,0.0,195.33,0.0002,0.0025,46.45,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_cookies_cream/IMG_1992_c024.jpg,images/accepted/truffle_cookies_cream/IMG_1992_c024.jpg,67.54918766764264,5
IMG_1996_c018,IMG_1996_c018.jpg,IMG_1996.jpg,truffle_creamsicle,truffle,Creamsicle,regular_grid,880.83,2208.78,433,664,1992,1097,2425,0,224,224,pending,0.0,129.84,0.0005,0.0003,51.35,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creamsicle/IMG_1996_c018.jpg,images/accepted/truffle_creamsicle/IMG_1996_c018.jpg,70.79590081068073,1
IMG_1989_c011,IMG_1989_c011.jpg,IMG_1989.jpg,truffle_creamsicle,truffle,Creamsicle,regular_grid,1070.63,846.47,410,866,641,1276,1051,0,224,224,pending,0.0,92.89,0.0005,0.0,47.29,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creamsicle/IMG_1989_c011.jpg,images/accepted/truffle_creamsicle/IMG_1989_c011.jpg,65.40849553708183,2
IMG_1996_c023,IMG_1996_c023.jpg,IMG_1996.jpg,truffle_creamsicle,truffle,Creamsicle,regular_grid,1386.65,2662.91,433,1170,2446,1603,2879,0,224,224,pending,0.0,130.18,0.0006,0.0,39.96,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creamsicle/IMG_1996_c023.jpg,images/accepted/truffle_creamsicle/IMG_1996_c023.jpg,59.406281703462355,3
IMG_1996_c017,IMG_1996_c017.jpg,IMG_1996.jpg,truffle_creamsicle,truffle,Creamsicle,regular_grid,368.35,2186.52,433,152,1970,585,2403,0,224,224,pending,0.0,147.53,0.0008,0.0001,37.65,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creamsicle/IMG_1996_c017.jpg,images/accepted/truffle_creamsicle/IMG_1996_c017.jpg,57.573147832165766,4
IMG_1996_c019,IMG_1996_c019.jpg,IMG_1996.jpg,truffle_creamsicle,truffle,Creamsicle,regular_grid,1393.32,2231.04,433,1177,2015,1610,2448,0,224,224,pending,0.0,83.65,0.0,0.0,39.03,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creamsicle/IMG_1996_c019.jpg,images/accepted/truffle_creamsicle/IMG_1996_c019.jpg,56.78410043431658,5
IMG_1973_c004,IMG_1973_c004.jpg,IMG_1973.jpg,truffle_creme_brulee,truffle,Crème Brûlée,regular_grid,2021.67,632.04,486,1779,389,2265,875,0,224,224,pending,0.0,2849.33,0.0087,0.0624,71.02,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creme_brulee/IMG_1973_c004.jpg,images/accepted/truffle_creme_brulee/IMG_1973_c004.jpg,101.97076022413319,1
IMG_1973_c009,IMG_1973_c009.jpg,IMG_1973.jpg,truffle_creme_brulee,truffle,Crème Brûlée,regular_grid,345.27,1668.77,486,102,1426,588,1912,0,224,224,pending,0.0,2233.51,0.0106,0.0171,71.74,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creme_brulee/IMG_1973_c009.jpg,images/accepted/truffle_creme_brulee/IMG_1973_c009.jpg,101.5271089745504,2
IMG_1973_c013,IMG_1973_c013.jpg,IMG_1973.jpg,truffle_creme_brulee,truffle,Crème Brûlée,regular_grid,327.1,2150.76,486,84,1908,570,2394,0,224,224,pending,0.0,1394.87,0.0042,0.0195,71.76,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creme_brulee/IMG_1973_c013.jpg,images/accepted/truffle_creme_brulee/IMG_1973_c013.jpg,100.30509262310765,3
IMG_1973_c019,IMG_1973_c019.jpg,IMG_1973.jpg,truffle_creme_brulee,truffle,Crème Brûlée,regular_grid,1390.18,2602.43,486,1147,2359,1633,2845,0,224,224,pending,0.0,1465.58,0.0027,0.0414,70.87,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creme_brulee/IMG_1973_c019.jpg,images/accepted/truffle_creme_brulee/IMG_1973_c019.jpg,99.76275375433288,4
IMG_1973_c014,IMG_1973_c014.jpg,IMG_1973.jpg,truffle_creme_brulee,truffle,Crème Brûlée,regular_grid,869.24,2133.33,486,626,1890,1112,2376,0,224,224,pending,0.0,2183.72,0.0043,0.0537,68.96,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_creme_brulee/IMG_1973_c014.jpg,images/accepted/truffle_creme_brulee/IMG_1973_c014.jpg,99.28697181146056,5
IMG_1961_c001,IMG_1961_c001.jpg,IMG_1961.jpg,truffle_dulce_de_leche,truffle,Dulce de Leche,irregular_manual,1749.81,235.77,462,1519,5,1981,467,0,224,224,pending,0.0,264.53,0.0013,0.0,75.94,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_dulce_de_leche/IMG_1961_c001.jpg,images/accepted/truffle_dulce_de_leche/IMG_1961_c001.jpg,98.13691131459558,1
IMG_1961_c004,IMG_1961_c004.jpg,IMG_1961.jpg,truffle_dulce_de_leche,truffle,Dulce de Leche,irregular_manual,1328.22,725.46,462,1097,494,1559,956,0,224,224,pending,0.0,351.95,0.002,0.0181,73.51,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_dulce_de_leche/IMG_1961_c004.jpg,images/accepted/truffle_dulce_de_leche/IMG_1961_c004.jpg,96.77530561536592,2
IMG_1961_c010,IMG_1961_c010.jpg,IMG_1961.jpg,truffle_dulce_de_leche,truffle,Dulce de Leche,irregular_manual,344.52,1691.23,462,114,1460,576,1922,0,224,224,pending,0.0,383.95,0.0399,0.0096,75.1,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_dulce_de_leche/IMG_1961_c010.jpg,images/accepted/truffle_dulce_de_leche/IMG_1961_c010.jpg,94.92245382289623,3
IMG_1961_c014,IMG_1961_c014.jpg,IMG_1961.jpg,truffle_dulce_de_leche,truffle,Dulce de Leche,irregular_manual,367.19,2167.31,462,136,1936,598,2398,0,224,224,pending,0.0,258.27,0.0077,0.0301,73.39,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_dulce_de_leche/IMG_1961_c014.jpg,images/accepted/truffle_dulce_de_leche/IMG_1961_c014.jpg,94.85147995898565,4
IMG_1961_c003,IMG_1961_c003.jpg,IMG_1961.jpg,truffle_dulce_de_leche,truffle,Dulce de Leche,irregular_manual,874.91,739.06,462,644,508,1106,970,0,224,224,pending,0.0,283.16,0.0016,0.0011,72.07,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_dulce_de_leche/IMG_1961_c003.jpg,images/accepted/truffle_dulce_de_leche/IMG_1961_c003.jpg,94.50814983921522,5
IMG_1972_c016,IMG_1972_c016.jpg,IMG_1972.jpg,truffle_espresso_martini,truffle,Espresso Martini,regular_grid,1799.22,2312.43,530,1534,2047,2064,2577,0,224,224,pending,0.0,951.95,0.0048,0.0975,81.81,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_espresso_martini/IMG_1972_c016.jpg,images/accepted/truffle_espresso_martini/IMG_1972_c016.jpg,108.76824974552261,1
IMG_1972_c012,IMG_1972_c012.jpg,IMG_1972.jpg,truffle_espresso_martini,truffle,Espresso Martini,regular_grid,1796.51,1709.97,530,1532,1445,2062,1975,0,224,224,pending,0.0,1656.07,0.0037,0.0798,77.95,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_espresso_martini/IMG_1972_c012.jpg,images/accepted/truffle_espresso_martini/IMG_1972_c012.jpg,107.23122504622155,2
IMG_1972_c015,IMG_1972_c015.jpg,IMG_1972.jpg,truffle_espresso_martini,truffle,Espresso Martini,regular_grid,1264.14,2302.81,530,999,2038,1529,2568,0,224,224,pending,0.0,1511.05,0.0019,0.0708,76.53,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_espresso_martini/IMG_1972_c015.jpg,images/accepted/truffle_espresso_martini/IMG_1972_c015.jpg,105.62488649990316,3
IMG_1972_c019,IMG_1972_c019.jpg,IMG_1972.jpg,truffle_espresso_martini,truffle,Espresso Martini,regular_grid,1256.93,2907.07,530,992,2642,1522,3172,0,224,224,pending,0.0,750.19,0.0004,0.2897,78.47,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_espresso_martini/IMG_1972_c019.jpg,images/accepted/truffle_espresso_martini/IMG_1972_c019.jpg,104.91663446308546,4
IMG_1972_c020,IMG_1972_c020.jpg,IMG_1972.jpg,truffle_espresso_martini,truffle,Espresso Martini,regular_grid,1801.92,2914.88,530,1537,2650,2067,3180,0,224,224,pending,0.0,745.78,0.002,0.2234,78.65,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_espresso_martini/IMG_1972_c020.jpg,images/accepted/truffle_espresso_martini/IMG_1972_c020.jpg,104.9130825215079,5
IMG_1975_c009,IMG_1975_c009.jpg,IMG_1975.jpg,truffle_grey_salt_caramel,truffle,Grey Salt Caramel,regular_grid,303.77,2424.36,452,78,2198,530,2650,0,224,224,pending,0.0,571.22,0.0086,0.0277,77.54,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_grey_salt_caramel/IMG_1975_c009.jpg,images/accepted/truffle_grey_salt_caramel/IMG_1975_c009.jpg,102.0780941312755,1
IMG_1975_c004,IMG_1975_c004.jpg,IMG_1975.jpg,truffle_grey_salt_caramel,truffle,Grey Salt Caramel,regular_grid,1680.84,1228.4,452,1455,1002,1907,1454,0,224,224,pending,0.0,1182.22,0.0138,0.0037,70.6,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_grey_salt_caramel/IMG_1975_c004.jpg,images/accepted/truffle_grey_salt_caramel/IMG_1975_c004.jpg,97.52397925826712,2
IMG_1975_c013,IMG_1975_c013.jpg,IMG_1975.jpg,truffle_grey_salt_caramel,truffle,Grey Salt Caramel,regular_grid,263.26,3040.59,452,37,2815,489,3267,0,224,224,pending,0.0,256.75,0.0087,0.003,73.72,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_grey_salt_caramel/IMG_1975_c013.jpg,images/accepted/truffle_grey_salt_caramel/IMG_1975_c013.jpg,95.05796049158828,3
IMG_1975_c003,IMG_1975_c003.jpg,IMG_1975.jpg,truffle_grey_salt_caramel,truffle,Grey Salt Caramel,regular_grid,1248.81,1216.24,452,1023,990,1475,1442,0,224,224,pending,0.0,1019.54,0.0183,0.0037,68.63,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_grey_salt_caramel/IMG_1975_c003.jpg,images/accepted/truffle_grey_salt_caramel/IMG_1975_c003.jpg,94.51234871181622,4
IMG_1975_c001,IMG_1975_c001.jpg,IMG_1975.jpg,truffle_grey_salt_caramel,truffle,Grey Salt Caramel,regular_grid,384.77,1191.91,452,159,966,611,1418,0,224,224,pending,0.0,1211.51,0.0052,0.0119,61.55,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_grey_salt_caramel/IMG_1975_c001.jpg,images/accepted/truffle_grey_salt_caramel/IMG_1975_c001.jpg,89.43179148080124,5
IMG_1995_c015,IMG_1995_c015.jpg,IMG_1995.jpg,truffle_key_lime_pie,truffle,Key Lime Pie,regular_grid,1586.13,2042.86,608,1282,1739,1890,2347,0,224,224,pending,0.0,687.82,0.0095,0.0007,52.87,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_key_lime_pie/IMG_1995_c015.jpg,images/accepted/truffle_key_lime_pie/IMG_1995_c015.jpg,78.05991995478651,1
IMG_1995_c023,IMG_1995_c023.jpg,IMG_1995.jpg,truffle_key_lime_pie,truffle,Key Lime Pie,regular_grid,1617.54,3268.79,608,1314,2965,1922,3573,0,224,224,pending,0.0,195.78,0.0008,0.0081,56.86,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_key_lime_pie/IMG_1995_c023.jpg,images/accepted/truffle_key_lime_pie/IMG_1995_c023.jpg,77.90834541375048,2
IMG_1995_c022,IMG_1995_c022.jpg,IMG_1995.jpg,truffle_key_lime_pie,truffle,Key Lime Pie,regular_grid,996.44,3244.99,608,692,2941,1300,3549,0,224,224,pending,0.0,290.7,0.0014,0.0009,54.59,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_key_lime_pie/IMG_1995_c022.jpg,images/accepted/truffle_key_lime_pie/IMG_1995_c022.jpg,77.15290350749471,3
IMG_1995_c018,IMG_1995_c018.jpg,IMG_1995.jpg,truffle_key_lime_pie,truffle,Key Lime Pie,regular_grid,983.09,2638.04,608,679,2334,1287,2942,0,224,224,pending,0.0,317.08,0.0032,0.0001,53.51,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_key_lime_pie/IMG_1995_c018.jpg,images/accepted/truffle_key_lime_pie/IMG_1995_c018.jpg,76.23921169387285,4
IMG_1995_c011,IMG_1995_c011.jpg,IMG_1995.jpg,truffle_key_lime_pie,truffle,Key Lime Pie,regular_grid,1570.43,1429.9,608,1266,1126,1874,1734,0,224,224,pending,0.0,685.84,0.0165,0.0003,49.19,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_key_lime_pie/IMG_1995_c011.jpg,images/accepted/truffle_key_lime_pie/IMG_1995_c011.jpg,73.6684054737824,5
IMG_1991_c006,IMG_1991_c006.jpg,IMG_1991.jpg,truffle_lemon,truffle,Lemon,regular_grid,938.5,1755.36,522,678,1494,1200,2016,0,224,224,pending,0.0,331.56,0.0522,0.0,45.93,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_lemon/IMG_1991_c006.jpg,images/accepted/truffle_lemon/IMG_1991_c006.jpg,63.93728117977753,1
IMG_1991_c005,IMG_1991_c005.jpg,IMG_1991.jpg,truffle_lemon,truffle,Lemon,regular_grid,418.64,1764.3,522,158,1503,680,2025,0,224,224,pending,0.0,216.81,0.0072,0.0,34.64,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_lemon/IMG_1991_c005.jpg,images/accepted/truffle_lemon/IMG_1991_c005.jpg,55.45449249250855,2
IMG_1991_c011,IMG_1991_c011.jpg,IMG_1991.jpg,truffle_lemon,truffle,Lemon,regular_grid,1460.97,2347.19,522,1200,2086,1722,2608,0,224,224,pending,0.0,250.3,0.0048,0.0,33.06,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_lemon/IMG_1991_c011.jpg,images/accepted/truffle_lemon/IMG_1991_c011.jpg,54.68658977819819,3
IMG_1991_c008,IMG_1991_c008.jpg,IMG_1991.jpg,truffle_lemon,truffle,Lemon,regular_grid,1978.22,1737.48,522,1717,1476,2239,1998,0,224,224,pending,0.0,161.1,0.004,0.0,33.45,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_lemon/IMG_1991_c008.jpg,images/accepted/truffle_lemon/IMG_1991_c008.jpg,53.402853714966525,4
IMG_1991_c001,IMG_1991_c001.jpg,IMG_1991.jpg,truffle_lemon,truffle,Lemon,regular_grid,419.76,1157.58,522,159,897,681,1419,0,224,224,pending,0.0,92.94,0.001,0.0,33.73,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_lemon/IMG_1991_c001.jpg,images/accepted/truffle_lemon/IMG_1991_c001.jpg,51.800625122395395,5
IMG_1965_c005,IMG_1965_c005.jpg,IMG_1965.jpg,truffle_manhattan,truffle,Manhattan,irregular_manual,1343.8,734.02,475,1106,497,1581,972,0,224,224,pending,0.0,921.02,0.0012,0.0476,75.39,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_manhattan/IMG_1965_c005.jpg,images/accepted/truffle_manhattan/IMG_1965_c005.jpg,102.57626766118118,1
IMG_1965_c017,IMG_1965_c017.jpg,IMG_1965.jpg,truffle_manhattan,truffle,Manhattan,irregular_manual,1389.98,2192.82,475,1152,1955,1627,2430,0,224,224,pending,0.0,950.71,0.0083,0.1201,71.81,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_manhattan/IMG_1965_c017.jpg,images/accepted/truffle_manhattan/IMG_1965_c017.jpg,98.41304146614387,2
IMG_1965_c006,IMG_1965_c006.jpg,IMG_1965.jpg,truffle_manhattan,truffle,Manhattan,irregular_manual,1888.72,701.7,475,1651,464,2126,939,0,224,224,pending,0.0,644.35,0.0014,0.0,71.73,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_manhattan/IMG_1965_c006.jpg,images/accepted/truffle_manhattan/IMG_1965_c006.jpg,97.4691712211248,3
IMG_1965_c026,IMG_1965_c026.jpg,IMG_1965.jpg,truffle_manhattan,truffle,Manhattan,irregular_manual,2004.16,3171.52,475,1767,2934,2242,3409,0,224,224,pending,0.0,437.12,0.0013,0.1266,72.61,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_manhattan/IMG_1965_c026.jpg,images/accepted/truffle_manhattan/IMG_1965_c026.jpg,96.80997138182218,4
IMG_1965_c022,IMG_1965_c022.jpg,IMG_1965.jpg,truffle_manhattan,truffle,Manhattan,irregular_manual,1934.89,2659.09,475,1697,2422,2172,2897,0,224,224,pending,0.0,471.11,0.0015,0.0605,71.67,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_manhattan/IMG_1965_c022.jpg,images/accepted/truffle_manhattan/IMG_1965_c022.jpg,96.14884803712353,5
IMG_1986_c001,IMG_1986_c001.jpg,IMG_1986.jpg,truffle_maple_cream,truffle,Maple Cream,regular_grid,296.41,231.52,425,84,19,509,444,0,224,224,pending,0.0,216.63,0.0223,0.0086,73.43,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_maple_cream/IMG_1986_c001.jpg,images/accepted/truffle_maple_cream/IMG_1986_c001.jpg,92.73118549250391,1
IMG_1986_c008,IMG_1986_c008.jpg,IMG_1986.jpg,truffle_maple_cream,truffle,Maple Cream,regular_grid,708.3,720.19,425,496,508,921,933,0,224,224,pending,0.0,333.1,0.0396,0.0499,72.91,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_maple_cream/IMG_1986_c008.jpg,images/accepted/truffle_maple_cream/IMG_1986_c008.jpg,92.19576139745085,2
IMG_1986_c010,IMG_1986_c010.jpg,IMG_1986.jpg,truffle_maple_cream,truffle,Maple Cream,regular_grid,1556.78,780.7,425,1344,568,1769,993,0,224,224,pending,0.0,562.55,0.0088,0.0259,65.71,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_maple_cream/IMG_1986_c010.jpg,images/accepted/truffle_maple_cream/IMG_1986_c010.jpg,90.16702424275235,3
IMG_1986_c009,IMG_1986_c009.jpg,IMG_1986.jpg,truffle_maple_cream,truffle,Maple Cream,regular_grid,1132.54,750.45,425,920,538,1345,963,0,224,224,pending,0.0,366.84,0.0155,0.0009,67.26,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_maple_cream/IMG_1986_c009.jpg,images/accepted/truffle_maple_cream/IMG_1986_c009.jpg,89.3405922440595,4
IMG_1986_c016,IMG_1986_c016.jpg,IMG_1986.jpg,truffle_maple_cream,truffle,Maple Cream,regular_grid,1541.65,1268.75,425,1329,1056,1754,1481,0,224,224,pending,0.0,255.26,0.0016,0.0971,63.56,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_maple_cream/IMG_1986_c016.jpg,images/accepted/truffle_maple_cream/IMG_1986_c016.jpg,85.58477021632572,5
IMG_1966_c003,IMG_1966_c003.jpg,IMG_1966.jpg,truffle_peanut_butter_caramel,truffle,Peanut Butter Caramel,regular_grid,1393.12,622.62,488,1149,379,1637,867,0,224,224,pending,0.0,479.34,0.0012,0.0281,79.36,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_peanut_butter_caramel/IMG_1966_c003.jpg,images/accepted/truffle_peanut_butter_caramel/IMG_1966_c003.jpg,103.93797674594246,1
IMG_1966_c002,IMG_1966_c002.jpg,IMG_1966.jpg,truffle_peanut_butter_caramel,truffle,Peanut Butter Caramel,regular_grid,903.48,654.44,488,659,410,1147,898,0,224,224,pending,0.0,567.48,0.0011,0.0675,78.38,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_peanut_butter_caramel/IMG_1966_c002.jpg,images/accepted/truffle_peanut_butter_caramel/IMG_1966_c002.jpg,103.64186452909087,2
IMG_1966_c004,IMG_1966_c004.jpg,IMG_1966.jpg,truffle_peanut_butter_caramel,truffle,Peanut Butter Caramel,regular_grid,1882.76,590.81,488,1639,347,2127,835,0,224,224,pending,0.0,543.55,0.0014,0.0289,76.05,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_peanut_butter_caramel/IMG_1966_c004.jpg,images/accepted/truffle_peanut_butter_caramel/IMG_1966_c004.jpg,101.10983906208678,3
IMG_1966_c016,IMG_1966_c016.jpg,IMG_1966.jpg,truffle_peanut_butter_caramel,truffle,Peanut Butter Caramel,regular_grid,1900.95,2070.11,488,1657,1826,2145,2314,0,224,224,pending,0.0,825.13,0.0013,0.1009,69.63,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_peanut_butter_caramel/IMG_1966_c016.jpg,images/accepted/truffle_peanut_butter_caramel/IMG_1966_c016.jpg,96.36700858450061,4
IMG_1966_c012,IMG_1966_c012.jpg,IMG_1966.jpg,truffle_peanut_butter_caramel,truffle,Peanut Butter Caramel,regular_grid,1894.88,1577.01,488,1651,1333,2139,1821,0,224,224,pending,0.0,742.59,0.0039,0.1091,68.2,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_peanut_butter_caramel/IMG_1966_c012.jpg,images/accepted/truffle_peanut_butter_caramel/IMG_1966_c012.jpg,94.25595923066597,5
IMG_1997_c016,IMG_1997_c016.jpg,IMG_1997.jpg,truffle_pineapple_moscato,truffle,Pineapple & Moscato,regular_grid,487.49,3174.09,601,187,2874,788,3475,0,224,224,pending,0.0,223.51,0.0022,0.01,49.63,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pineapple_moscato/IMG_1997_c016.jpg,images/accepted/truffle_pineapple_moscato/IMG_1997_c016.jpg,71.0656809984805,1
IMG_1997_c013,IMG_1997_c013.jpg,IMG_1997.jpg,truffle_pineapple_moscato,truffle,Pineapple & Moscato,regular_grid,415.39,2576.89,601,115,2276,716,2877,0,224,224,pending,0.0,163.39,0.0003,0.0041,47.87,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pineapple_moscato/IMG_1997_c013.jpg,images/accepted/truffle_pineapple_moscato/IMG_1997_c013.jpg,68.24896661408567,2
IMG_1997_c005,IMG_1997_c005.jpg,IMG_1997.jpg,truffle_pineapple_moscato,truffle,Pineapple & Moscato,regular_grid,887.99,751.98,601,587,451,1188,1052,0,224,224,pending,0.0,391.38,0.0005,0.0038,40.93,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pineapple_moscato/IMG_1997_c005.jpg,images/accepted/truffle_pineapple_moscato/IMG_1997_c005.jpg,64.76892303197073,3
IMG_1997_c008,IMG_1997_c008.jpg,IMG_1997.jpg,truffle_pineapple_moscato,truffle,Pineapple & Moscato,regular_grid,929.53,1351.14,601,629,1051,1230,1652,0,224,224,pending,0.0,297.91,0.0002,0.0023,38.37,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pineapple_moscato/IMG_1997_c008.jpg,images/accepted/truffle_pineapple_moscato/IMG_1997_c008.jpg,61.15057009894242,4
IMG_1997_c018,IMG_1997_c018.jpg,IMG_1997.jpg,truffle_pineapple_moscato,truffle,Pineapple & Moscato,regular_grid,1620.8,3123.15,601,1320,2823,1921,3424,0,224,224,pending,0.0,255.8,0.0002,0.0028,36.33,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pineapple_moscato/IMG_1997_c018.jpg,images/accepted/truffle_pineapple_moscato/IMG_1997_c018.jpg,58.503190287263216,5
IMG_1987_c004,IMG_1987_c004.jpg,IMG_1987.jpg,truffle_pistachio,truffle,Pistachio,regular_grid,1545.66,371.98,413,1339,165,1752,578,0,224,224,pending,0.0,645.25,0.0012,0.0889,74.89,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pistachio/IMG_1987_c004.jpg,images/accepted/truffle_pistachio/IMG_1987_c004.jpg,100.65474570329056,1
IMG_1987_c003,IMG_1987_c003.jpg,IMG_1987.jpg,truffle_pistachio,truffle,Pistachio,regular_grid,1132.74,381.28,413,926,175,1339,588,0,224,224,pending,0.0,549.41,0.0024,0.056,75.43,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pistachio/IMG_1987_c003.jpg,images/accepted/truffle_pistachio/IMG_1987_c003.jpg,100.43265382023496,2
IMG_1987_c008,IMG_1987_c008.jpg,IMG_1987.jpg,truffle_pistachio,truffle,Pistachio,regular_grid,704.01,865.17,413,498,659,911,1072,0,224,224,pending,0.0,537.76,0.0094,0.0715,74.57,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pistachio/IMG_1987_c008.jpg,images/accepted/truffle_pistachio/IMG_1987_c008.jpg,98.78708081092245,3
IMG_1987_c014,IMG_1987_c014.jpg,IMG_1987.jpg,truffle_pistachio,truffle,Pistachio,regular_grid,688.2,1339.75,413,482,1133,895,1546,0,224,224,pending,0.0,578.93,0.0023,0.0635,73.43,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pistachio/IMG_1987_c014.jpg,images/accepted/truffle_pistachio/IMG_1987_c014.jpg,98.65162962640684,4
IMG_1987_c012,IMG_1987_c012.jpg,IMG_1987.jpg,truffle_pistachio,truffle,Pistachio,regular_grid,2354.45,835.41,413,2148,629,2561,1042,0,224,224,pending,0.0,531.8,0.0009,0.0089,73.47,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pistachio/IMG_1987_c012.jpg,images/accepted/truffle_pistachio/IMG_1987_c012.jpg,98.49258447690471,5
