sample_id,flavor_id,flavor_name,donor_rank,source_file,source_image_path,foreground_path,foreground_fraction,border_fraction,soft_fraction,automatic_flag,review_decision,review_notes
IMG_1992_c024,truffle_cookies_cream,Cookies & Cream,5,IMG_1992.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cookies_cream/IMG_1992_c024.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cookies_cream/IMG_1992_c024.png,0.781031,0.405134,0.736308,too_large,accept,
IMG_1996_c018,truffle_creamsicle,Creamsicle,1,IMG_1996.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creamsicle/IMG_1996_c018.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creamsicle/IMG_1996_c018.png,0.321608,0.022321,0.715741,,reject,full body is not captured
IMG_1989_c011,truffle_creamsicle,Creamsicle,2,IMG_1989.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creamsicle/IMG_1989_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creamsicle/IMG_1989_c011.png,0.625399,0.169643,0.653858,touches_border,accept,
IMG_1996_c023,truffle_creamsicle,Creamsicle,3,IMG_1996.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creamsicle/IMG_1996_c023.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creamsicle/IMG_1996_c023.png,0.620974,0.122768,0.635124,,accept,
IMG_1996_c017,truffle_creamsicle,Creamsicle,4,IMG_1996.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creamsicle/IMG_1996_c017.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creamsicle/IMG_1996_c017.png,0.795639,0.350446,0.804389,too_large,accept,
IMG_1996_c019,truffle_creamsicle,Creamsicle,5,IMG_1996.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creamsicle/IMG_1996_c019.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creamsicle/IMG_1996_c019.png,0.672553,0.332589,0.744878,touches_border,accept,
IMG_1973_c004,truffle_creme_brulee,Crème Brûlée,1,IMG_1973.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creme_brulee/IMG_1973_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creme_brulee/IMG_1973_c004.png,0.723752,0.222098,0.7386,touches_border,accept,
IMG_1973_c009,truffle_creme_brulee,Crème Brûlée,2,IMG_1973.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creme_brulee/IMG_1973_c009.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creme_brulee/IMG_1973_c009.png,0.645767,0.238839,0.649275,touches_border,accept,
IMG_1973_c013,truffle_creme_brulee,Crème Brûlée,3,IMG_1973.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creme_brulee/IMG_1973_c013.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creme_brulee/IMG_1973_c013.png,0.584602,0.141741,0.598015,,accept,
IMG_1973_c019,truffle_creme_brulee,Crème Brûlée,4,IMG_1973.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creme_brulee/IMG_1973_c019.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creme_brulee/IMG_1973_c019.png,0.608518,0.0,0.691406,,accept,
IMG_1973_c014,truffle_creme_brulee,Crème Brûlée,5,IMG_1973.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_creme_brulee/IMG_1973_c014.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_creme_brulee/IMG_1973_c014.png,0.566904,0.238839,0.571209,touches_border,accept,
IMG_1961_c001,truffle_dulce_de_leche,Dulce de Leche,1,IMG_1961.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_dulce_de_leche/IMG_1961_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_dulce_de_leche/IMG_1961_c001.png,0.600267,0.212054,0.534638,touches_border,accept,
IMG_1961_c004,truffle_dulce_de_leche,Dulce de Leche,2,IMG_1961.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_dulce_de_leche/IMG_1961_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_dulce_de_leche/IMG_1961_c004.png,0.662269,0.219866,0.693379,touches_border,accept,
IMG_1961_c010,truffle_dulce_de_leche,Dulce de Leche,3,IMG_1961.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_dulce_de_leche/IMG_1961_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_dulce_de_leche/IMG_1961_c010.png,0.630481,0.212054,0.654616,touches_border,accept,
IMG_1961_c014,truffle_dulce_de_leche,Dulce de Leche,4,IMG_1961.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_dulce_de_leche/IMG_1961_c014.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_dulce_de_leche/IMG_1961_c014.png,0.665298,0.198661,0.549506,touches_border,accept,
IMG_1961_c003,truffle_dulce_de_leche,Dulce de Leche,5,IMG_1961.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_dulce_de_leche/IMG_1961_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_dulce_de_leche/IMG_1961_c003.png,0.683972,0.176339,0.715322,touches_border,accept,
IMG_1972_c016,truffle_espresso_martini,Espresso Martini,1,IMG_1972.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_espresso_martini/IMG_1972_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_espresso_martini/IMG_1972_c016.png,0.406449,0.280134,0.722836,touches_border,reject,full body not captured only some shade is captured
IMG_1972_c012,truffle_espresso_martini,Espresso Martini,2,IMG_1972.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_espresso_martini/IMG_1972_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_espresso_martini/IMG_1972_c012.png,0.698721,0.445312,0.742686,touches_border,reject,its overlapping with other cchocolate but captured well
IMG_1972_c015,truffle_espresso_martini,Espresso Martini,3,IMG_1972.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_espresso_martini/IMG_1972_c015.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_espresso_martini/IMG_1972_c015.png,0.522361,0.196429,0.542889,touches_border,accept,
IMG_1972_c019,truffle_espresso_martini,Espresso Martini,4,IMG_1972.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_espresso_martini/IMG_1972_c019.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_espresso_martini/IMG_1972_c019.png,0.623147,0.178571,0.665258,touches_border,accept,
IMG_1972_c020,truffle_espresso_martini,Espresso Martini,5,IMG_1972.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_espresso_martini/IMG_1972_c020.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_espresso_martini/IMG_1972_c020.png,0.236667,0.002232,0.304229,,accept,only upper coating captured not full chocoalte
IMG_1975_c009,truffle_grey_salt_caramel,Grey Salt Caramel,1,IMG_1975.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_grey_salt_caramel/IMG_1975_c009.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_grey_salt_caramel/IMG_1975_c009.png,0.469129,0.341518,0.479871,touches_border,accept,
IMG_1975_c004,truffle_grey_salt_caramel,Grey Salt Caramel,2,IMG_1975.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_grey_salt_caramel/IMG_1975_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_grey_salt_caramel/IMG_1975_c004.png,0.730987,0.21317,0.731346,touches_border,accept,
IMG_1975_c013,truffle_grey_salt_caramel,Grey Salt Caramel,3,IMG_1975.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_grey_salt_caramel/IMG_1975_c013.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_grey_salt_caramel/IMG_1975_c013.png,0.720045,0.334821,0.740892,touches_border,accept,
IMG_1975_c003,truffle_grey_salt_caramel,Grey Salt Caramel,4,IMG_1975.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_grey_salt_caramel/IMG_1975_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_grey_salt_caramel/IMG_1975_c003.png,0.730489,0.24442,0.738959,touches_border,accept,
IMG_1975_c001,truffle_grey_salt_caramel,Grey Salt Caramel,5,IMG_1975.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_grey_salt_caramel/IMG_1975_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_grey_salt_caramel/IMG_1975_c001.png,0.707211,0.235491,0.798848,touches_border,accept,
IMG_1995_c015,truffle_key_lime_pie,Key Lime Pie,1,IMG_1995.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_key_lime_pie/IMG_1995_c015.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_key_lime_pie/IMG_1995_c015.png,0.653121,0.377232,0.67038,touches_border,accept,
IMG_1995_c023,truffle_key_lime_pie,Key Lime Pie,2,IMG_1995.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_key_lime_pie/IMG_1995_c023.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_key_lime_pie/IMG_1995_c023.png,0.65629,0.352679,0.589864,touches_border,accept,
IMG_1995_c022,truffle_key_lime_pie,Key Lime Pie,3,IMG_1995.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_key_lime_pie/IMG_1995_c022.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_key_lime_pie/IMG_1995_c022.png,0.700694,0.261161,0.564912,touches_border,accept,
IMG_1995_c018,truffle_key_lime_pie,Key Lime Pie,4,IMG_1995.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_key_lime_pie/IMG_1995_c018.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_key_lime_pie/IMG_1995_c018.png,0.745635,0.297991,0.673449,touches_border,accept,
IMG_1995_c011,truffle_key_lime_pie,Key Lime Pie,5,IMG_1995.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_key_lime_pie/IMG_1995_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_key_lime_pie/IMG_1995_c011.png,0.59375,0.324777,0.624761,touches_border,accept,
IMG_1991_c006,truffle_lemon,Lemon,1,IMG_1991.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_lemon/IMG_1991_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_lemon/IMG_1991_c006.png,0.711097,0.335938,0.709363,touches_border,accept,
IMG_1991_c005,truffle_lemon,Lemon,2,IMG_1991.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_lemon/IMG_1991_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_lemon/IMG_1991_c005.png,0.637317,0.300223,0.645727,touches_border,accept,
IMG_1991_c011,truffle_lemon,Lemon,3,IMG_1991.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_lemon/IMG_1991_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_lemon/IMG_1991_c011.png,0.446827,0.270089,0.436384,touches_border,accept,
IMG_1991_c008,truffle_lemon,Lemon,4,IMG_1991.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_lemon/IMG_1991_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_lemon/IMG_1991_c008.png,0.683255,0.149554,0.695312,,accept,
IMG_1991_c001,truffle_lemon,Lemon,5,IMG_1991.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_lemon/IMG_1991_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_lemon/IMG_1991_c001.png,0.727918,0.214286,0.717953,touches_border,accept,
IMG_1965_c005,truffle_manhattan,Manhattan,1,IMG_1965.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_manhattan/IMG_1965_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_manhattan/IMG_1965_c005.png,0.704739,0.197545,0.742307,touches_border,accept,
IMG_1965_c017,truffle_manhattan,Manhattan,2,IMG_1965.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_manhattan/IMG_1965_c017.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_manhattan/IMG_1965_c017.png,0.688995,0.149554,0.719069,,accept,
IMG_1965_c006,truffle_manhattan,Manhattan,3,IMG_1965.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_manhattan/IMG_1965_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_manhattan/IMG_1965_c006.png,0.725566,0.291295,0.739796,touches_border,accept,
IMG_1965_c026,truffle_manhattan,Manhattan,4,IMG_1965.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_manhattan/IMG_1965_c026.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_manhattan/IMG_1965_c026.png,0.644491,0.15625,0.661412,touches_border,accept,
IMG_1965_c022,truffle_manhattan,Manhattan,5,IMG_1965.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_manhattan/IMG_1965_c022.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_manhattan/IMG_1965_c022.png,0.699737,0.146205,0.729432,,accept,
IMG_1986_c001,truffle_maple_cream,Maple Cream,1,IMG_1986.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_maple_cream/IMG_1986_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_maple_cream/IMG_1986_c001.png,0.654695,0.241071,0.72453,touches_border,accept,
IMG_1986_c008,truffle_maple_cream,Maple Cream,2,IMG_1986.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_maple_cream/IMG_1986_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_maple_cream/IMG_1986_c008.png,0.638552,0.257812,0.675522,touches_border,accept,
IMG_1986_c010,truffle_maple_cream,Maple Cream,3,IMG_1986.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_maple_cream/IMG_1986_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_maple_cream/IMG_1986_c010.png,0.796098,0.518973,0.813217,too_large,accept,
IMG_1986_c009,truffle_maple_cream,Maple Cream,4,IMG_1986.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_maple_cream/IMG_1986_c009.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_maple_cream/IMG_1986_c009.png,0.776008,0.492188,0.793925,too_large,accept,
IMG_1986_c016,truffle_maple_cream,Maple Cream,5,IMG_1986.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_maple_cream/IMG_1986_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_maple_cream/IMG_1986_c016.png,0.800542,0.547991,0.818359,too_large,accept,
IMG_1966_c003,truffle_peanut_butter_caramel,Peanut Butter Caramel,1,IMG_1966.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_peanut_butter_caramel/IMG_1966_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_peanut_butter_caramel/IMG_1966_c003.png,0.513293,0.235491,0.540816,touches_border,accept,
IMG_1966_c002,truffle_peanut_butter_caramel,Peanut Butter Caramel,2,IMG_1966.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_peanut_butter_caramel/IMG_1966_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_peanut_butter_caramel/IMG_1966_c002.png,0.609076,0.223214,0.628089,touches_border,accept,
IMG_1966_c004,truffle_peanut_butter_caramel,Peanut Butter Caramel,3,IMG_1966.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_peanut_butter_caramel/IMG_1966_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_peanut_butter_caramel/IMG_1966_c004.png,0.609255,0.238839,0.616689,touches_border,accept,
IMG_1966_c016,truffle_peanut_butter_caramel,Peanut Butter Caramel,4,IMG_1966.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_peanut_butter_caramel/IMG_1966_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_peanut_butter_caramel/IMG_1966_c016.png,0.645647,0.168527,0.699837,touches_border,accept,
IMG_1966_c012,truffle_peanut_butter_caramel,Peanut Butter Caramel,5,IMG_1966.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_peanut_butter_caramel/IMG_1966_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_peanut_butter_caramel/IMG_1966_c012.png,0.599709,0.049107,0.664959,,accept,
IMG_1997_c016,truffle_pineapple_moscato,Pineapple & Moscato,1,IMG_1997.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pineapple_moscato/IMG_1997_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pineapple_moscato/IMG_1997_c016.png,0.707629,0.203125,0.683036,touches_border,accept,
IMG_1997_c013,truffle_pineapple_moscato,Pineapple & Moscato,2,IMG_1997.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pineapple_moscato/IMG_1997_c013.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pineapple_moscato/IMG_1997_c013.png,0.64776,0.397321,0.598972,touches_border,accept,
IMG_1997_c005,truffle_pineapple_moscato,Pineapple & Moscato,3,IMG_1997.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pineapple_moscato/IMG_1997_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pineapple_moscato/IMG_1997_c005.png,0.759387,0.358259,0.750558,too_large,accept,
IMG_1997_c008,truffle_pineapple_moscato,Pineapple & Moscato,4,IMG_1997.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pineapple_moscato/IMG_1997_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pineapple_moscato/IMG_1997_c008.png,0.687938,0.395089,0.682757,touches_border,accept,
IMG_1997_c018,truffle_pineapple_moscato,Pineapple & Moscato,5,IMG_1997.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pineapple_moscato/IMG_1997_c018.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pineapple_moscato/IMG_1997_c018.png,0.702607,0.202009,0.669444,touches_border,accept,
IMG_1987_c004,truffle_pistachio,Pistachio,1,IMG_1987.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pistachio/IMG_1987_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pistachio/IMG_1987_c004.png,0.614357,0.1875,0.697246,touches_border,accept,
IMG_1987_c003,truffle_pistachio,Pistachio,2,IMG_1987.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pistachio/IMG_1987_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pistachio/IMG_1987_c003.png,0.616689,0.19308,0.631358,touches_border,accept,
IMG_1987_c008,truffle_pistachio,Pistachio,3,IMG_1987.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pistachio/IMG_1987_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pistachio/IMG_1987_c008.png,0.682119,0.135045,0.711296,,accept,
IMG_1987_c014,truffle_pistachio,Pistachio,4,IMG_1987.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pistachio/IMG_1987_c014.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pistachio/IMG_1987_c014.png,0.620117,0.102679,0.59104,,accept,
IMG_1987_c012,truffle_pistachio,Pistachio,5,IMG_1987.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pistachio/IMG_1987_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pistachio/IMG_1987_c012.png,0.677675,0.282366,0.681362,touches_border,accept,
IMG_1963_c005,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,1,IMG_1963.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pumpkin_spice_latte/IMG_1963_c005.png,0.67893,0.225446,0.666215,touches_border,accept,
IMG_1963_c011,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,2,IMG_1963.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pumpkin_spice_latte/IMG_1963_c011.png,0.587133,0.051339,0.599131,,accept,
IMG_1963_c018,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,3,IMG_1963.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c018.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pumpkin_spice_latte/IMG_1963_c018.png,0.644312,0.148438,0.656748,,accept,
IMG_1963_c010,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,4,IMG_1963.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pumpkin_spice_latte/IMG_1963_c010.png,0.670619,0.196429,0.638034,touches_border,accept,
IMG_1963_c012,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,5,IMG_1963.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_pumpkin_spice_latte/IMG_1963_c012.png,0.634945,0.15067,0.631557,touches_border,accept,
IMG_1969_c002,truffle_raspberry,Raspberry,1,IMG_1969.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_raspberry/IMG_1969_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_raspberry/IMG_1969_c002.png,0.647282,0.294643,0.663564,touches_border,accept,
IMG_1969_c003,truffle_raspberry,Raspberry,2,IMG_1969.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_raspberry/IMG_1969_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_raspberry/IMG_1969_c003.png,0.589565,0.13058,0.662349,,accept,
IMG_1969_c012,truffle_raspberry,Raspberry,3,IMG_1969.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_raspberry/IMG_1969_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_raspberry/IMG_1969_c012.png,0.562062,0.212054,0.582549,touches_border,accept,
