embedding_row,sample_id,relative_path,split,label_type,flavor_id,flavor_name,donor_sample_id,donor_source_file,extraction_method,empty_slot_file,empty_source_file,box_size,target_side,offset_x,offset_y,seed,image_path
265,cocoashot_chocolate_cake_0066,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0066.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2025_r04_c02.jpg,IMG_2025.jpg,16,166,29,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0066.jpg
266,cocoashot_chocolate_cake_0067,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0067.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2029_r04_c02.jpg,IMG_2029.jpg,30,147,43,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0067.jpg
267,cocoashot_chocolate_cake_0068,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0068.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2032_r04_c01.jpg,IMG_2032.jpg,50,170,30,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0068.jpg
268,cocoashot_chocolate_cake_0069,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0069.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,183,17,16,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0069.jpg
269,cocoashot_chocolate_cake_0070,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0070.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2025_r03_c03.jpg,IMG_2025.jpg,16,152,35,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0070.jpg
270,cocoashot_chocolate_cake_0071,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0071.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2028_r01_c05.jpg,IMG_2028.jpg,30,183,12,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0071.jpg
271,cocoashot_chocolate_cake_0072,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0072.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2032_r06_c02.jpg,IMG_2032.jpg,50,153,32,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0072.jpg
272,cocoashot_chocolate_cake_0073,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0073.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,156,40,35,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0073.jpg
273,cocoashot_chocolate_cake_0074,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0074.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2025_r02_c03.jpg,IMG_2025.jpg,16,166,38,23,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0074.jpg
274,cocoashot_chocolate_cake_0075,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0075.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2027_r06_c04.jpg,IMG_2027.jpg,30,149,45,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0075.jpg
275,cocoashot_chocolate_cake_0076,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0076.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2031_r07_c04.jpg,IMG_2031.jpg,50,180,14,16,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0076.jpg
276,cocoashot_chocolate_cake_0077,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0077.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2019_r02_c01.jpg,IMG_2019.jpg,6,184,11,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0077.jpg
277,cocoashot_chocolate_cake_0078,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0078.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2022_r04_c03.jpg,IMG_2022.jpg,16,151,44,33,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0078.jpg
278,cocoashot_chocolate_cake_0079,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0079.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2029_r03_c02.jpg,IMG_2029.jpg,30,155,29,38,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0079.jpg
279,cocoashot_chocolate_cake_0080,data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0080.jpg,train,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2031_r02_c02.jpg,IMG_2031.jpg,50,172,25,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0080.jpg
280,cocoashot_chocolate_cake_0081,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0081.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r03_c01.jpg,IMG_2020.jpg,6,162,34,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0081.jpg
281,cocoashot_chocolate_cake_0082,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0082.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r01_c01.jpg,IMG_2023.jpg,16,156,35,25,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0082.jpg
282,cocoashot_chocolate_cake_0083,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0083.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r03_c01.jpg,IMG_2030.jpg,30,178,17,16,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0083.jpg
283,cocoashot_chocolate_cake_0084,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0084.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r04_c05.jpg,IMG_2034.jpg,50,164,28,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0084.jpg
284,cocoashot_chocolate_cake_0085,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0085.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r01_c01.jpg,IMG_2020.jpg,6,151,43,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0085.jpg
285,cocoashot_chocolate_cake_0086,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0086.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r01_c03.jpg,IMG_2023.jpg,16,157,24,27,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0086.jpg
286,cocoashot_chocolate_cake_0087,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0087.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r02_c02.jpg,IMG_2030.jpg,30,147,45,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0087.jpg
287,cocoashot_chocolate_cake_0088,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0088.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r01_c01.jpg,IMG_2034.jpg,50,158,34,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0088.jpg
288,cocoashot_chocolate_cake_0089,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0089.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r01_c02.jpg,IMG_2020.jpg,6,167,20,23,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0089.jpg
289,cocoashot_chocolate_cake_0090,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0090.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r01_c01.jpg,IMG_2023.jpg,16,159,39,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0090.jpg
290,cocoashot_chocolate_cake_0091,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0091.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r04_c01.jpg,IMG_2030.jpg,30,185,11,13,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0091.jpg
291,cocoashot_chocolate_cake_0092,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0092.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r01_c03.jpg,IMG_2034.jpg,50,179,22,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0092.jpg
292,cocoashot_chocolate_cake_0093,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0093.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r02_c01.jpg,IMG_2020.jpg,6,147,37,45,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0093.jpg
293,cocoashot_chocolate_cake_0094,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0094.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r03_c01.jpg,IMG_2023.jpg,16,177,16,19,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0094.jpg
294,cocoashot_chocolate_cake_0095,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0095.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r05_c04.jpg,IMG_2030.jpg,30,165,36,27,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0095.jpg
295,cocoashot_chocolate_cake_0096,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0096.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r02_c02.jpg,IMG_2034.jpg,50,151,39,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0096.jpg
296,cocoashot_chocolate_cake_0097,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0097.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r01_c02.jpg,IMG_2020.jpg,6,181,20,14,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0097.jpg
297,cocoashot_chocolate_cake_0098,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0098.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r03_c03.jpg,IMG_2023.jpg,16,178,29,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0098.jpg
298,cocoashot_chocolate_cake_0099,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0099.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r02_c04.jpg,IMG_2030.jpg,30,174,32,16,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0099.jpg
299,cocoashot_chocolate_cake_0100,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0100.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r05_c03.jpg,IMG_2034.jpg,50,158,33,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0100.jpg
300,cocoashot_old_fashioned_0001,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0001.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r03_c01.jpg,IMG_2019.jpg,6,152,44,48,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0001.jpg
301,cocoashot_old_fashioned_0002,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0002.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r03_c04.jpg,IMG_2024.jpg,16,177,21,26,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0002.jpg
302,cocoashot_old_fashioned_0003,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0003.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r03_c03.jpg,IMG_2028.jpg,30,160,26,40,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0003.jpg
303,cocoashot_old_fashioned_0004,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0004.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2033_r03_c05.jpg,IMG_2033.jpg,50,167,32,40,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0004.jpg
304,cocoashot_old_fashioned_0005,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0005.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,162,39,37,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0005.jpg
305,cocoashot_old_fashioned_0006,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0006.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r02_c03.jpg,IMG_2024.jpg,16,181,12,35,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0006.jpg
306,cocoashot_old_fashioned_0007,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0007.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r05_c02.jpg,IMG_2028.jpg,30,146,31,44,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0007.jpg
307,cocoashot_old_fashioned_0008,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0008.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r08_c04.jpg,IMG_2032.jpg,50,174,23,20,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0008.jpg
308,cocoashot_old_fashioned_0009,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0009.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r02_c01.jpg,IMG_2019.jpg,6,163,23,43,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0009.jpg
309,cocoashot_old_fashioned_0010,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0010.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r04_c03.jpg,IMG_2022.jpg,16,176,25,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0010.jpg
310,cocoashot_old_fashioned_0011,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0011.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r06_c05.jpg,IMG_2028.jpg,30,174,19,26,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0011.jpg
311,cocoashot_old_fashioned_0012,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0012.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r04_c04.jpg,IMG_2031.jpg,50,175,15,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0012.jpg
312,cocoashot_old_fashioned_0013,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0013.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,149,43,39,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0013.jpg
313,cocoashot_old_fashioned_0014,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0014.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r02_c04.jpg,IMG_2022.jpg,16,148,39,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0014.jpg
314,cocoashot_old_fashioned_0015,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0015.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r06_c01.jpg,IMG_2028.jpg,30,165,26,35,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0015.jpg
315,cocoashot_old_fashioned_0016,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0016.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r09_c01.jpg,IMG_2031.jpg,50,183,20,22,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0016.jpg
316,cocoashot_old_fashioned_0017,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0017.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,170,30,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0017.jpg
317,cocoashot_old_fashioned_0018,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0018.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2026_r03_c04.jpg,IMG_2026.jpg,16,172,18,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0018.jpg
318,cocoashot_old_fashioned_0019,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0019.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r01_c05.jpg,IMG_2028.jpg,30,185,24,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0019.jpg
319,cocoashot_old_fashioned_0020,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0020.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r08_c03.jpg,IMG_2031.jpg,50,167,33,23,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0020.jpg
320,cocoashot_old_fashioned_0021,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0021.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,158,29,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0021.jpg
