sample_id,relative_path,split,label_type,flavor_id,flavor_name,donor_sample_id,donor_source_file,extraction_method,empty_slot_file,empty_source_file,box_size,target_side,offset_x,offset_y,seed
cocoashot_chocolate_cake_0097,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0097.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2020_r01_c02.jpg,IMG_2020.jpg,6,181,20,14,20260917
cocoashot_chocolate_cake_0098,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0098.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2023_r03_c03.jpg,IMG_2023.jpg,16,178,29,24,20260917
cocoashot_chocolate_cake_0099,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0099.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2030_r02_c04.jpg,IMG_2030.jpg,30,174,32,16,20260917
cocoashot_chocolate_cake_0100,data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0100.jpg,validation,occupied,cocoashot_chocolate_cake,Chocolate Cake,IMG_1982_c007,IMG_1982.jpg,expanded_u2net,IMG_2034_r05_c03.jpg,IMG_2034.jpg,50,158,33,41,20260917
cocoashot_old_fashioned_0001,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0001.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r03_c01.jpg,IMG_2019.jpg,6,152,44,48,20260917
cocoashot_old_fashioned_0002,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0002.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r03_c04.jpg,IMG_2024.jpg,16,177,21,26,20260917
cocoashot_old_fashioned_0003,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0003.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r03_c03.jpg,IMG_2028.jpg,30,160,26,40,20260917
cocoashot_old_fashioned_0004,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0004.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2033_r03_c05.jpg,IMG_2033.jpg,50,167,32,40,20260917
cocoashot_old_fashioned_0005,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0005.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,162,39,37,20260917
cocoashot_old_fashioned_0006,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0006.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r02_c03.jpg,IMG_2024.jpg,16,181,12,35,20260917
cocoashot_old_fashioned_0007,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0007.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r05_c02.jpg,IMG_2028.jpg,30,146,31,44,20260917
cocoashot_old_fashioned_0008,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0008.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r08_c04.jpg,IMG_2032.jpg,50,174,23,20,20260917
cocoashot_old_fashioned_0009,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0009.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r02_c01.jpg,IMG_2019.jpg,6,163,23,43,20260917
cocoashot_old_fashioned_0010,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0010.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r04_c03.jpg,IMG_2022.jpg,16,176,25,28,20260917
cocoashot_old_fashioned_0011,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0011.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r06_c05.jpg,IMG_2028.jpg,30,174,19,26,20260917
cocoashot_old_fashioned_0012,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0012.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r04_c04.jpg,IMG_2031.jpg,50,175,15,29,20260917
cocoashot_old_fashioned_0013,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0013.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,149,43,39,20260917
cocoashot_old_fashioned_0014,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0014.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r02_c04.jpg,IMG_2022.jpg,16,148,39,41,20260917
cocoashot_old_fashioned_0015,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0015.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r06_c01.jpg,IMG_2028.jpg,30,165,26,35,20260917
cocoashot_old_fashioned_0016,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0016.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r09_c01.jpg,IMG_2031.jpg,50,183,20,22,20260917
cocoashot_old_fashioned_0017,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0017.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,170,30,31,20260917
cocoashot_old_fashioned_0018,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0018.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2026_r03_c04.jpg,IMG_2026.jpg,16,172,18,29,20260917
cocoashot_old_fashioned_0019,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0019.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r01_c05.jpg,IMG_2028.jpg,30,185,24,28,20260917
cocoashot_old_fashioned_0020,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0020.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r08_c03.jpg,IMG_2031.jpg,50,167,33,23,20260917
cocoashot_old_fashioned_0021,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0021.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,158,29,36,20260917
cocoashot_old_fashioned_0022,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0022.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2026_r01_c04.jpg,IMG_2026.jpg,16,158,33,33,20260917
cocoashot_old_fashioned_0023,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0023.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r04_c01.jpg,IMG_2027.jpg,30,185,27,22,20260917
cocoashot_old_fashioned_0024,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0024.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r02_c03.jpg,IMG_2032.jpg,50,177,16,26,20260917
cocoashot_old_fashioned_0025,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0025.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r02_c01.jpg,IMG_2019.jpg,6,157,37,37,20260917
cocoashot_old_fashioned_0026,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0026.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r01_c02.jpg,IMG_2024.jpg,16,179,25,28,20260917
cocoashot_old_fashioned_0027,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0027.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r05_c05.jpg,IMG_2027.jpg,30,176,33,22,20260917
cocoashot_old_fashioned_0028,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0028.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r06_c01.jpg,IMG_2031.jpg,50,178,14,30,20260917
cocoashot_old_fashioned_0029,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0029.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,162,35,30,20260917
cocoashot_old_fashioned_0030,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0030.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2026_r02_c04.jpg,IMG_2026.jpg,16,164,30,36,20260917
cocoashot_old_fashioned_0031,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0031.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r01_c05.jpg,IMG_2027.jpg,30,160,41,43,20260917
cocoashot_old_fashioned_0032,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0032.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r02_c02.jpg,IMG_2031.jpg,50,177,14,28,20260917
cocoashot_old_fashioned_0033,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0033.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,157,24,46,20260917
cocoashot_old_fashioned_0034,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0034.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2025_r04_c02.jpg,IMG_2025.jpg,16,165,28,32,20260917
cocoashot_old_fashioned_0035,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0035.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2029_r06_c01.jpg,IMG_2029.jpg,30,182,13,28,20260917
cocoashot_old_fashioned_0036,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0036.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r08_c05.jpg,IMG_2032.jpg,50,183,16,21,20260917
cocoashot_old_fashioned_0037,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0037.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r03_c01.jpg,IMG_2021.jpg,6,177,17,21,20260917
cocoashot_old_fashioned_0038,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0038.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2025_r03_c04.jpg,IMG_2025.jpg,16,147,34,36,20260917
cocoashot_old_fashioned_0039,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0039.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r02_c01.jpg,IMG_2028.jpg,30,170,31,34,20260917
cocoashot_old_fashioned_0040,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0040.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r01_c02.jpg,IMG_2032.jpg,50,167,19,27,20260917
cocoashot_old_fashioned_0041,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0041.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r01_c02.jpg,IMG_2021.jpg,6,156,33,29,20260917
cocoashot_old_fashioned_0042,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0042.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r03_c01.jpg,IMG_2024.jpg,16,172,27,24,20260917
cocoashot_old_fashioned_0043,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0043.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r05_c03.jpg,IMG_2028.jpg,30,181,13,22,20260917
cocoashot_old_fashioned_0044,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0044.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r08_c05.jpg,IMG_2031.jpg,50,181,12,19,20260917
cocoashot_old_fashioned_0045,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0045.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,185,15,32,20260917
cocoashot_old_fashioned_0046,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0046.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2025_r01_c02.jpg,IMG_2025.jpg,16,164,31,40,20260917
cocoashot_old_fashioned_0047,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0047.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r04_c02.jpg,IMG_2027.jpg,30,175,30,24,20260917
cocoashot_old_fashioned_0048,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0048.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r10_c05.jpg,IMG_2031.jpg,50,154,37,47,20260917
cocoashot_old_fashioned_0049,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0049.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c02.jpg,IMG_2021.jpg,6,167,36,33,20260917
cocoashot_old_fashioned_0050,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0050.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2025_r03_c04.jpg,IMG_2025.jpg,16,168,34,39,20260917
cocoashot_old_fashioned_0051,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0051.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2029_r02_c03.jpg,IMG_2029.jpg,30,182,17,19,20260917
cocoashot_old_fashioned_0052,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0052.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2033_r03_c01.jpg,IMG_2033.jpg,50,173,20,34,20260917
cocoashot_old_fashioned_0053,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0053.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r02_c02.jpg,IMG_2019.jpg,6,156,25,33,20260917
cocoashot_old_fashioned_0054,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0054.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r03_c03.jpg,IMG_2022.jpg,16,157,34,29,20260917
cocoashot_old_fashioned_0055,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0055.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2029_r04_c03.jpg,IMG_2029.jpg,30,160,27,27,20260917
cocoashot_old_fashioned_0056,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0056.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r10_c05.jpg,IMG_2032.jpg,50,158,26,37,20260917
cocoashot_old_fashioned_0057,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0057.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,156,32,35,20260917
cocoashot_old_fashioned_0058,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0058.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r04_c04.jpg,IMG_2022.jpg,16,156,34,32,20260917
cocoashot_old_fashioned_0059,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0059.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2029_r04_c04.jpg,IMG_2029.jpg,30,179,27,18,20260917
cocoashot_old_fashioned_0060,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0060.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r08_c01.jpg,IMG_2032.jpg,50,148,35,33,20260917
cocoashot_old_fashioned_0061,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0061.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,150,43,46,20260917
cocoashot_old_fashioned_0062,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0062.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r03_c04.jpg,IMG_2022.jpg,16,146,45,46,20260917
cocoashot_old_fashioned_0063,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0063.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r03_c05.jpg,IMG_2028.jpg,30,151,32,38,20260917
cocoashot_old_fashioned_0064,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0064.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r09_c03.jpg,IMG_2032.jpg,50,177,17,25,20260917
cocoashot_old_fashioned_0065,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0065.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,161,38,27,20260917
cocoashot_old_fashioned_0066,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0066.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2022_r01_c03.jpg,IMG_2022.jpg,16,147,41,50,20260917
cocoashot_old_fashioned_0067,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0067.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r02_c04.jpg,IMG_2028.jpg,30,146,38,47,20260917
cocoashot_old_fashioned_0068,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0068.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2032_r06_c02.jpg,IMG_2032.jpg,50,180,21,34,20260917
cocoashot_old_fashioned_0069,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0069.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,145,40,34,20260917
cocoashot_old_fashioned_0070,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0070.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2025_r03_c02.jpg,IMG_2025.jpg,16,174,32,25,20260917
cocoashot_old_fashioned_0071,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0071.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r02_c03.jpg,IMG_2027.jpg,30,148,31,36,20260917
cocoashot_old_fashioned_0072,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0072.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2031_r08_c01.jpg,IMG_2031.jpg,50,174,22,20,20260917
cocoashot_old_fashioned_0073,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0073.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2021_r03_c01.jpg,IMG_2021.jpg,6,174,16,37,20260917
cocoashot_old_fashioned_0074,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0074.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2024_r02_c02.jpg,IMG_2024.jpg,16,178,25,31,20260917
cocoashot_old_fashioned_0075,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0075.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2028_r06_c02.jpg,IMG_2028.jpg,30,182,26,22,20260917
cocoashot_old_fashioned_0076,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0076.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2033_r03_c02.jpg,IMG_2033.jpg,50,162,32,30,20260917
cocoashot_old_fashioned_0077,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0077.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2019_r02_c01.jpg,IMG_2019.jpg,6,157,26,36,20260917
cocoashot_old_fashioned_0078,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0078.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2026_r02_c01.jpg,IMG_2026.jpg,16,184,12,19,20260917
cocoashot_old_fashioned_0079,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0079.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2027_r04_c01.jpg,IMG_2027.jpg,30,181,24,33,20260917
cocoashot_old_fashioned_0080,data/synthetic_slots/v1/dataset/images/train/cocoashot_old_fashioned/cocoashot_old_fashioned_0080.jpg,train,occupied,cocoashot_old_fashioned,Old Fashioned,IMG_1977_c007,IMG_1977.jpg,manual_polygon,IMG_2033_r03_c01.jpg,IMG_2033.jpg,50,173,21,22,20260917
